Nom;Prenom;email;age;Domaine_professionnel;Compétences_acquises;Compétences_en_court;Niveau_de_maîtrise;Compétences_cibles;Durée_apprentissage_par_compétence;Dernière_activité;Score
Smith;Nicholas;gentryalbert@gmail.com;50;Ingénierie;"Java, DevOps, SQL";"Cloud, Machine Learning";Débutant;"Docker, Blockchain";"4 mois, 1 mois, 4 mois";28/01/2025;6
Schultz;Lori;djames@jones.com;22;Ingénierie;"Python, DevOps, Cloud";"Machine Learning, Cloud";Débutant;"Kubernetes, Deep Learning";"1 mois, 3 mois, 4 mois";04/01/2025;4
Kelley;Kimberly;john42@floyd.com;58;Finance;"Python, DevOps, Gestion de projet";"DevOps, Python";Intermédiaire;"Blockchain, Cloud Computing";"6 mois, 2 mois, 5 mois";12/02/2025;1
Bailey;Christopher;timothy11@castillo-dunn.biz;20;Finance;"SQL, Machine Learning, DevOps";"Gestion de projet, Cloud";Débutant;"Blockchain, Docker";"2 mois, 2 mois, 1 mois";03/02/2025;1
Freeman;Laura;fowlercourtney@duncan.com;39;Ingénierie;"SQL, Machine Learning, DevOps";"Machine Learning, SQL";Débutant;"Cloud Computing, Docker";"3 mois, 4 mois, 5 mois";07/02/2025;9
Wilson;Christopher;sabrina49@yahoo.com;23;Marketing;"Machine Learning, Cloud, SQL";"Cloud, DevOps";Avancé;"Cloud Computing, Kubernetes";"2 mois, 6 mois, 4 mois";13/02/2025;8
Woods;Michelle;kathryn05@williams.com;45;Informatique;"Machine Learning, SQL, Gestion de projet";"SQL, Cloud";Débutant;"Cloud Computing, Docker";"1 mois, 1 mois, 2 mois";12/02/2025;5
Alvarado;Angela;lortiz@harrison.info;43;Finance;"Python, Cloud, Gestion de projet";"Java, Machine Learning";Intermédiaire;"Kubernetes, Deep Learning";"5 mois, 2 mois, 2 mois";16/02/2025;9
Hernandez;Tina;jamesjohnson@yahoo.com;34;Marketing;"Python, Machine Learning, DevOps";"Python, SQL";Avancé;"Deep Learning, Kubernetes";"2 mois, 4 mois, 6 mois";09/01/2025;2
Bruce;Susan;jnewman@callahan-cruz.info;51;Informatique;"Machine Learning, SQL, DevOps";"Gestion de projet, DevOps";Intermédiaire;"Blockchain, Docker";"6 mois, 3 mois, 2 mois";29/01/2025;5
Robinson;John;josephsherman@hotmail.com;51;Informatique;"Java, DevOps, Gestion de projet";"DevOps, SQL";Débutant;"Docker, Blockchain";"1 mois, 2 mois, 5 mois";03/02/2025;1
Harrison;Jessica;valerie10@yahoo.com;23;Ingénierie;"SQL, DevOps, Machine Learning";"Python, Java";Avancé;"Deep Learning, Blockchain";"2 mois, 1 mois, 5 mois";06/01/2025;1
Smith;John;phillipflores@ball.info;44;Marketing;"DevOps, Machine Learning, SQL";"Gestion de projet, Java";Débutant;"Deep Learning, Docker";"6 mois, 3 mois, 2 mois";11/01/2025;7
Webster;Melanie;waltersjamie@schwartz-dickerson.com;45;Médecine;"Java, Cloud, DevOps";"Machine Learning, Python";Avancé;"Kubernetes, Cloud Computing";"4 mois, 4 mois, 4 mois";06/02/2025;10
Adkins;Madison;kelly63@gmail.com;22;Médecine;"Python, DevOps, Gestion de projet";"Cloud, Machine Learning";Débutant;"Blockchain, Docker";"3 mois, 4 mois, 3 mois";19/02/2025;4
Ware;Matthew;drakejuan@stone-schultz.com;39;Finance;"Gestion de projet, DevOps, Python";"DevOps, Machine Learning";Avancé;"Deep Learning, Kubernetes";"4 mois, 6 mois, 4 mois";01/01/2025;4
Morris;Brandon;hodgeslisa@gmail.com;32;Informatique;"Java, Cloud, SQL";"Python, Machine Learning";Intermédiaire;"Docker, Blockchain";"5 mois, 3 mois, 1 mois";18/02/2025;8
Simpson;Patrick;boothpeter@schmidt-watson.info;46;Médecine;"Machine Learning, Gestion de projet, SQL";"DevOps, SQL";Débutant;"Deep Learning, Cloud Computing";"3 mois, 4 mois, 6 mois";02/03/2025;7
Massey;Erin;tamarawhite@garcia.com;32;Médecine;"Machine Learning, Cloud, Java";"DevOps, Gestion de projet";Débutant;"Cloud Computing, Kubernetes";"6 mois, 3 mois, 1 mois";08/01/2025;4
Bartlett;Jessica;robersonjose@yahoo.com;30;Ingénierie;"DevOps, Machine Learning, SQL";"Gestion de projet, DevOps";Avancé;"Deep Learning, Blockchain";"2 mois, 2 mois, 5 mois";26/01/2025;2
Anderson;Joshua;thomasjoseph@kennedy-wilson.com;55;Marketing;"Cloud, Machine Learning, DevOps";"Cloud, Machine Learning";Avancé;"Docker, Blockchain";"4 mois, 2 mois, 6 mois";09/01/2025;8
Ball;John;cjohnson@morris-odonnell.info;53;Informatique;"Machine Learning, SQL, Python";"DevOps, Java";Débutant;"Kubernetes, Deep Learning";"6 mois, 3 mois, 6 mois";18/01/2025;1
Brown;Dana;xscott@smith.biz;31;Finance;"SQL, Cloud, Python";"SQL, Gestion de projet";Intermédiaire;"Docker, Deep Learning";"2 mois, 2 mois, 3 mois";20/02/2025;7
Fowler;Joseph;tracy58@taylor.com;52;Marketing;"DevOps, Gestion de projet, Java";"Python, SQL";Débutant;"Blockchain, Docker";"1 mois, 1 mois, 6 mois";13/02/2025;2
Conrad;Megan;cowanbrenda@gmail.com;47;Finance;"Gestion de projet, Cloud, DevOps";"Cloud, DevOps";Avancé;"Cloud Computing, Blockchain";"3 mois, 4 mois, 4 mois";10/01/2025;5
Jackson;Dawn;oliverkaren@simpson-holmes.com;32;Ingénierie;"Machine Learning, DevOps, Cloud";"DevOps, Python";Avancé;"Kubernetes, Docker";"5 mois, 5 mois, 3 mois";15/01/2025;10
Hill;April;jbrown@nunez.com;46;Ingénierie;"Cloud, Machine Learning, Gestion de projet";"SQL, Java";Intermédiaire;"Kubernetes, Docker";"1 mois, 5 mois, 6 mois";22/01/2025;3
Bennett;Kimberly;herringtheresa@gmail.com;28;Médecine;"Gestion de projet, SQL, Python";"Machine Learning, DevOps";Intermédiaire;"Cloud Computing, Deep Learning";"1 mois, 3 mois, 6 mois";28/02/2025;3
Neal;Alyssa;fchandler@gmail.com;34;Informatique;"Cloud, DevOps, Gestion de projet";"Gestion de projet, Machine Learning";Avancé;"Docker, Deep Learning";"1 mois, 1 mois, 2 mois";09/02/2025;8
Murphy;Robert;kimberlylynch@yahoo.com;42;Finance;"Python, Cloud, SQL";"Gestion de projet, DevOps";Débutant;"Blockchain, Deep Learning";"1 mois, 3 mois, 6 mois";07/02/2025;1
Walker;Rebecca;ashley24@gmail.com;43;Ingénierie;"Machine Learning, DevOps, Gestion de projet";"SQL, Java";Débutant;"Kubernetes, Deep Learning";"4 mois, 4 mois, 2 mois";10/02/2025;2
Quinn;Philip;rioslisa@hotmail.com;59;Informatique;"Java, Machine Learning, DevOps";"Python, DevOps";Avancé;"Docker, Blockchain";"2 mois, 6 mois, 5 mois";01/03/2025;4
Thompson;Ian;robertsonandrew@cruz.biz;25;Ingénierie;"DevOps, Java, Python";"Cloud, Java";Avancé;"Kubernetes, Docker";"6 mois, 5 mois, 6 mois";18/01/2025;2
Harrison;Colton;bmurphy@hotmail.com;35;Ingénierie;"Gestion de projet, DevOps, Java";"Machine Learning, Gestion de projet";Intermédiaire;"Kubernetes, Blockchain";"3 mois, 2 mois, 4 mois";02/03/2025;5
Martin;Wesley;churchroger@stewart.info;46;Médecine;"Python, Java, DevOps";"Machine Learning, SQL";Intermédiaire;"Blockchain, Docker";"6 mois, 5 mois, 6 mois";05/02/2025;8
Brown;Amanda;travis68@gmail.com;52;Informatique;"Java, Gestion de projet, DevOps";"Gestion de projet, Machine Learning";Débutant;"Cloud Computing, Kubernetes";"1 mois, 5 mois, 2 mois";22/02/2025;10
Thomas;Tracey;pgordon@hotmail.com;43;Marketing;"Machine Learning, Gestion de projet, Java";"DevOps, Gestion de projet";Intermédiaire;"Blockchain, Docker";"2 mois, 1 mois, 5 mois";17/01/2025;3
Maynard;Stephen;morgansarah@yahoo.com;20;Informatique;"Python, Gestion de projet, Machine Learning";"DevOps, Python";Débutant;"Docker, Kubernetes";"4 mois, 2 mois, 1 mois";05/01/2025;6
Marsh;James;michaelwatson@smith.biz;21;Marketing;"Cloud, Python, Gestion de projet";"Machine Learning, Cloud";Avancé;"Blockchain, Deep Learning";"1 mois, 6 mois, 5 mois";12/02/2025;8
Lynch;Russell;tford@yahoo.com;31;Finance;"SQL, Cloud, Machine Learning";"Python, Cloud";Intermédiaire;"Kubernetes, Docker";"2 mois, 5 mois, 4 mois";23/02/2025;3
Harris;Jackie;pamelarodriguez@gmail.com;25;Ingénierie;"Gestion de projet, DevOps, Java";"DevOps, Python";Avancé;"Blockchain, Docker";"2 mois, 4 mois, 4 mois";11/02/2025;3
Robinson;Beth;daisytaylor@brown.com;23;Finance;"Cloud, Gestion de projet, Java";"SQL, DevOps";Intermédiaire;"Blockchain, Cloud Computing";"2 mois, 1 mois, 2 mois";18/01/2025;5
Sullivan;Karla;tammy04@floyd.biz;45;Ingénierie;"Python, DevOps, Gestion de projet";"Machine Learning, Gestion de projet";Intermédiaire;"Kubernetes, Blockchain";"3 mois, 4 mois, 4 mois";18/01/2025;2
Harrington;Sandy;bhamilton@miller-kelly.com;33;Marketing;"SQL, Java, DevOps";"Cloud, SQL";Débutant;"Blockchain, Kubernetes";"3 mois, 4 mois, 3 mois";24/02/2025;10
Davis;Jessica;scott94@gilbert.com;30;Finance;"Machine Learning, SQL, Gestion de projet";"Python, Machine Learning";Débutant;"Cloud Computing, Kubernetes";"3 mois, 6 mois, 2 mois";20/01/2025;6
Hendrix;Jonathan;lreed@harris-reeves.biz;49;Informatique;"Machine Learning, Python, Java";"Cloud, Machine Learning";Avancé;"Kubernetes, Docker";"4 mois, 6 mois, 6 mois";17/01/2025;9
Schaefer;Mark;rachelroth@morris.com;38;Médecine;"Java, Python, Gestion de projet";"DevOps, SQL";Débutant;"Blockchain, Docker";"5 mois, 1 mois, 1 mois";30/01/2025;1
White;Michelle;carmensmith@kelly.com;24;Marketing;"Java, DevOps, SQL";"SQL, Python";Intermédiaire;"Docker, Cloud Computing";"6 mois, 4 mois, 4 mois";19/02/2025;2
Fry;Gary;burtonashley@salazar.net;20;Marketing;"Machine Learning, DevOps, Gestion de projet";"Gestion de projet, DevOps";Avancé;"Cloud Computing, Kubernetes";"3 mois, 2 mois, 2 mois";01/01/2025;1
Joseph;Alison;mariaanderson@humphrey-williams.com;21;Finance;"Gestion de projet, Python, Cloud";"Gestion de projet, Machine Learning";Débutant;"Blockchain, Deep Learning";"2 mois, 2 mois, 4 mois";24/01/2025;7
Walker;Sean;esmith@schmidt.com;60;Médecine;"Python, Machine Learning, Cloud";"Machine Learning, Python";Débutant;"Kubernetes, Docker";"5 mois, 3 mois, 4 mois";20/02/2025;9
Allen;Katie;ryoung@gmail.com;27;Médecine;"SQL, Python, Gestion de projet";"Gestion de projet, Cloud";Avancé;"Blockchain, Docker";"6 mois, 4 mois, 2 mois";24/01/2025;2
Burton;Steven;melissagonzalez@phillips-harper.com;52;Ingénierie;"Python, Machine Learning, Gestion de projet";"Gestion de projet, Machine Learning";Avancé;"Deep Learning, Blockchain";"1 mois, 2 mois, 3 mois";16/01/2025;3
Alvarez;John;marcussoto@yahoo.com;39;Ingénierie;"SQL, Machine Learning, Python";"SQL, Gestion de projet";Débutant;"Blockchain, Deep Learning";"2 mois, 1 mois, 4 mois";12/02/2025;2
Black;Dawn;kdavis@hotmail.com;33;Finance;"Cloud, Python, SQL";"SQL, DevOps";Débutant;"Docker, Deep Learning";"1 mois, 5 mois, 2 mois";25/02/2025;2
Gutierrez;Patrick;ygill@stokes-nguyen.net;45;Informatique;"Cloud, DevOps, Python";"Cloud, Gestion de projet";Débutant;"Blockchain, Kubernetes";"6 mois, 5 mois, 5 mois";15/01/2025;8
Romero;Sheila;cathy60@gilmore-bennett.com;40;Informatique;"Gestion de projet, DevOps, SQL";"SQL, Machine Learning";Intermédiaire;"Deep Learning, Kubernetes";"3 mois, 2 mois, 1 mois";23/01/2025;9
Weiss;Adam;colemanjeremy@alexander.com;39;Marketing;"Cloud, Gestion de projet, Machine Learning";"Gestion de projet, Java";Intermédiaire;"Blockchain, Deep Learning";"1 mois, 1 mois, 4 mois";24/01/2025;4
Owens;Loretta;leerichard@jenkins.com;54;Informatique;"Machine Learning, Gestion de projet, SQL";"SQL, DevOps";Débutant;"Deep Learning, Cloud Computing";"5 mois, 4 mois, 3 mois";22/02/2025;9
Espinoza;Tyler;teresarios@neal.org;34;Médecine;"DevOps, Java, Gestion de projet";"DevOps, Python";Avancé;"Kubernetes, Deep Learning";"4 mois, 4 mois, 4 mois";14/01/2025;7
Davis;Linda;hillmary@simmons.biz;50;Informatique;"SQL, DevOps, Java";"SQL, Machine Learning";Intermédiaire;"Deep Learning, Blockchain";"5 mois, 6 mois, 3 mois";06/01/2025;1
Davis;Valerie;rmeyer@yahoo.com;39;Ingénierie;"Machine Learning, Gestion de projet, DevOps";"Gestion de projet, Cloud";Avancé;"Blockchain, Kubernetes";"4 mois, 4 mois, 1 mois";27/01/2025;5
Davis;Monica;greenjoyce@vargas-hoffman.com;29;Ingénierie;"SQL, Java, Gestion de projet";"DevOps, Machine Learning";Intermédiaire;"Kubernetes, Blockchain";"5 mois, 5 mois, 1 mois";28/02/2025;3
Salazar;Christian;kaitlinflores@yahoo.com;55;Médecine;"Gestion de projet, Java, Cloud";"SQL, Machine Learning";Intermédiaire;"Docker, Deep Learning";"3 mois, 5 mois, 4 mois";01/03/2025;9
Snyder;Carol;bradleyrachel@yahoo.com;49;Finance;"Java, Gestion de projet, Cloud";"Java, Gestion de projet";Avancé;"Cloud Computing, Docker";"4 mois, 4 mois, 6 mois";03/02/2025;10
Williams;Jonathan;wesleypayne@velasquez.com;54;Informatique;"DevOps, Machine Learning, Cloud";"Cloud, Java";Avancé;"Blockchain, Docker";"5 mois, 2 mois, 5 mois";05/01/2025;4
Compton;Samantha;bmeyer@hotmail.com;46;Marketing;"DevOps, Python, Java";"Java, DevOps";Débutant;"Kubernetes, Docker";"5 mois, 2 mois, 1 mois";08/02/2025;5
Stafford;Nicole;payers@yahoo.com;57;Informatique;"Cloud, Gestion de projet, Java";"Python, Gestion de projet";Débutant;"Blockchain, Docker";"5 mois, 1 mois, 4 mois";04/01/2025;10
Walker;Cody;fordmichael@black-smith.biz;42;Ingénierie;"Machine Learning, DevOps, SQL";"Java, DevOps";Intermédiaire;"Kubernetes, Cloud Computing";"4 mois, 1 mois, 5 mois";22/02/2025;3
Curtis;Kimberly;karabrown@boyer.com;55;Informatique;"Gestion de projet, Python, SQL";"Cloud, Python";Intermédiaire;"Deep Learning, Cloud Computing";"3 mois, 6 mois, 6 mois";24/02/2025;5
Gutierrez;Erin;richard31@williams.net;40;Informatique;"Gestion de projet, SQL, Python";"DevOps, SQL";Avancé;"Deep Learning, Docker";"3 mois, 2 mois, 5 mois";09/02/2025;4
Williams;Madeline;hpitts@hotmail.com;45;Finance;"Python, Cloud, SQL";"Java, Machine Learning";Avancé;"Deep Learning, Cloud Computing";"6 mois, 1 mois, 4 mois";20/02/2025;1
Baird;Patricia;williamslisa@gmail.com;60;Finance;"Java, DevOps, Python";"DevOps, Machine Learning";Avancé;"Kubernetes, Blockchain";"2 mois, 1 mois, 6 mois";17/02/2025;7
Bishop;Tyler;pwilliams@yahoo.com;47;Informatique;"Cloud, Java, Python";"Cloud, SQL";Débutant;"Kubernetes, Cloud Computing";"3 mois, 5 mois, 2 mois";13/01/2025;3
Palmer;Dana;acombs@hotmail.com;21;Médecine;"Cloud, Gestion de projet, SQL";"Cloud, Python";Avancé;"Cloud Computing, Blockchain";"5 mois, 2 mois, 6 mois";10/02/2025;10
Solomon;Christine;madams@yahoo.com;21;Médecine;"Gestion de projet, DevOps, SQL";"DevOps, Cloud";Avancé;"Cloud Computing, Docker";"5 mois, 5 mois, 5 mois";28/02/2025;7
Peterson;Cynthia;conleyfrank@hotmail.com;36;Marketing;"Java, SQL, Machine Learning";"Cloud, Java";Débutant;"Deep Learning, Blockchain";"6 mois, 2 mois, 5 mois";12/02/2025;5
Williams;Michelle;djohnson@yahoo.com;55;Finance;"Gestion de projet, SQL, Machine Learning";"Python, Java";Débutant;"Deep Learning, Cloud Computing";"3 mois, 5 mois, 3 mois";09/02/2025;7
Smith;Julie;yanderson@thomas-thomas.com;33;Ingénierie;"Machine Learning, Gestion de projet, Java";"Python, Cloud";Avancé;"Deep Learning, Cloud Computing";"3 mois, 1 mois, 1 mois";21/02/2025;9
Johnson;Joshua;jonesjeffrey@williams-morse.com;52;Informatique;"Cloud, Python, SQL";"Python, DevOps";Intermédiaire;"Deep Learning, Kubernetes";"3 mois, 5 mois, 6 mois";22/01/2025;7
Anderson;Brooke;thomasterry@smith.com;30;Marketing;"SQL, DevOps, Java";"Python, Gestion de projet";Avancé;"Deep Learning, Docker";"1 mois, 4 mois, 4 mois";28/02/2025;10
Sandoval;Misty;anthonymontgomery@mendoza.biz;49;Marketing;"Gestion de projet, SQL, Cloud";"SQL, Python";Avancé;"Deep Learning, Cloud Computing";"2 mois, 5 mois, 1 mois";17/01/2025;10
Ball;Larry;tiffany70@gmail.com;22;Finance;"Python, SQL, DevOps";"Machine Learning, Java";Débutant;"Docker, Blockchain";"1 mois, 2 mois, 4 mois";13/02/2025;5
Sloan;Michael;jenniferhogan@yahoo.com;27;Marketing;"Gestion de projet, Python, Java";"Machine Learning, Gestion de projet";Intermédiaire;"Kubernetes, Deep Learning";"1 mois, 3 mois, 4 mois";01/02/2025;2
Santiago;Shane;tcarpenter@lee.com;41;Finance;"Java, Cloud, Machine Learning";"DevOps, Python";Intermédiaire;"Deep Learning, Cloud Computing";"6 mois, 2 mois, 6 mois";01/02/2025;7
Choi;Chase;hmartinez@hotmail.com;39;Médecine;"Cloud, DevOps, SQL";"Gestion de projet, Python";Avancé;"Cloud Computing, Kubernetes";"4 mois, 3 mois, 5 mois";24/01/2025;4
Peterson;Ronald;amandaallen@yahoo.com;28;Informatique;"Java, Machine Learning, Python";"Gestion de projet, Python";Intermédiaire;"Deep Learning, Kubernetes";"4 mois, 2 mois, 6 mois";09/02/2025;5
Turner;Keith;davidsonchristopher@chavez-nelson.com;29;Marketing;"SQL, DevOps, Cloud";"Gestion de projet, Cloud";Intermédiaire;"Docker, Kubernetes";"1 mois, 5 mois, 3 mois";14/01/2025;7
Phillips;Kelli;flowery@gmail.com;31;Médecine;"Python, Cloud, DevOps";"Cloud, Gestion de projet";Avancé;"Deep Learning, Docker";"4 mois, 5 mois, 6 mois";25/02/2025;6
Richardson;Elizabeth;jennifer20@johnson.com;23;Ingénierie;"Machine Learning, Java, SQL";"Cloud, SQL";Avancé;"Cloud Computing, Deep Learning";"4 mois, 6 mois, 5 mois";21/02/2025;10
Clark;Jonathon;nancy02@conley.org;58;Finance;"Python, DevOps, Java";"DevOps, Gestion de projet";Avancé;"Blockchain, Docker";"4 mois, 3 mois, 6 mois";24/02/2025;6
Alexander;Stephanie;kathleen97@allen.info;21;Marketing;"Python, Machine Learning, SQL";"Python, SQL";Intermédiaire;"Deep Learning, Cloud Computing";"5 mois, 3 mois, 3 mois";14/02/2025;7
Brown;Bruce;kramerrichard@yahoo.com;55;Ingénierie;"Gestion de projet, Java, DevOps";"Cloud, Python";Débutant;"Deep Learning, Docker";"4 mois, 1 mois, 3 mois";04/01/2025;4
Quinn;Nicole;wrightpamela@gmail.com;32;Finance;"DevOps, Java, SQL";"Java, Python";Intermédiaire;"Kubernetes, Deep Learning";"5 mois, 5 mois, 6 mois";23/01/2025;1
Ortiz;Ashley;mary84@hotmail.com;44;Médecine;"Python, DevOps, SQL";"Machine Learning, Python";Débutant;"Kubernetes, Docker";"3 mois, 5 mois, 1 mois";27/01/2025;6
Gonzales;Cindy;matalaura@yahoo.com;33;Marketing;"Java, DevOps, Machine Learning";"Python, Java";Avancé;"Docker, Deep Learning";"2 mois, 1 mois, 6 mois";30/01/2025;1
Adams;Danny;christopher64@holland-wright.com;31;Ingénierie;"Java, Gestion de projet, DevOps";"Cloud, Gestion de projet";Débutant;"Blockchain, Docker";"3 mois, 5 mois, 1 mois";20/02/2025;6
Jones;Jennifer;annataylor@lee.com;23;Informatique;"Java, Machine Learning, Cloud";"Cloud, SQL";Intermédiaire;"Cloud Computing, Docker";"4 mois, 2 mois, 1 mois";29/01/2025;2
Martinez;Timothy;briansmith@hotmail.com;21;Médecine;"DevOps, Machine Learning, Gestion de projet";"Cloud, DevOps";Débutant;"Cloud Computing, Blockchain";"6 mois, 4 mois, 4 mois";25/01/2025;2
Lee;Sara;howardderrick@thornton.biz;22;Ingénierie;"SQL, Machine Learning, DevOps";"Machine Learning, Cloud";Intermédiaire;"Deep Learning, Blockchain";"5 mois, 6 mois, 1 mois";09/01/2025;4
Nichols;Hayden;sara82@martinez-barnett.com;31;Informatique;"DevOps, Machine Learning, Python";"Gestion de projet, DevOps";Avancé;"Deep Learning, Cloud Computing";"5 mois, 1 mois, 5 mois";07/02/2025;3
Kirby;David;scottrogers@thomas.biz;51;Médecine;"SQL, Python, Machine Learning";"Gestion de projet, Java";Intermédiaire;"Docker, Kubernetes";"3 mois, 1 mois, 6 mois";22/02/2025;9
Leon;Austin;sabrina48@hanson-leblanc.com;38;Ingénierie;"Cloud, DevOps, Gestion de projet";"Machine Learning, Java";Intermédiaire;"Docker, Blockchain";"3 mois, 5 mois, 2 mois";11/02/2025;4
Norris;Larry;morganchristopher@yahoo.com;31;Médecine;"DevOps, Machine Learning, Python";"DevOps, SQL";Intermédiaire;"Docker, Blockchain";"1 mois, 4 mois, 1 mois";21/02/2025;3
Lara;Timothy;johnsonjohn@walters-ali.com;26;Finance;"Java, Cloud, Gestion de projet";"Java, DevOps";Avancé;"Deep Learning, Cloud Computing";"4 mois, 2 mois, 5 mois";05/01/2025;6
Howell;Pamela;anthonyjohnston@gmail.com;48;Médecine;"Java, Machine Learning, SQL";"Gestion de projet, SQL";Intermédiaire;"Docker, Kubernetes";"5 mois, 1 mois, 1 mois";25/01/2025;2
Gamble;Denise;nguyenfrancis@hotmail.com;27;Finance;"Gestion de projet, DevOps, Python";"Machine Learning, Cloud";Intermédiaire;"Kubernetes, Deep Learning";"2 mois, 6 mois, 6 mois";07/02/2025;1
Frederick;Michael;mooreamy@church.net;31;Finance;"Python, Gestion de projet, Cloud";"DevOps, Gestion de projet";Intermédiaire;"Blockchain, Kubernetes";"4 mois, 1 mois, 4 mois";01/02/2025;3
Watkins;Tammy;perrymelissa@hotmail.com;37;Informatique;"DevOps, Python, Java";"SQL, Python";Avancé;"Kubernetes, Deep Learning";"5 mois, 4 mois, 5 mois";19/02/2025;5
Boyer;Vincent;ryan45@gmail.com;31;Médecine;"Gestion de projet, SQL, Machine Learning";"Cloud, SQL";Intermédiaire;"Blockchain, Cloud Computing";"5 mois, 2 mois, 5 mois";05/02/2025;3
King;George;ashley86@kirk-lambert.com;46;Marketing;"SQL, Python, Cloud";"Python, Cloud";Débutant;"Deep Learning, Docker";"4 mois, 5 mois, 5 mois";16/01/2025;4
Hanna;Jonathan;matthewsjennifer@huerta.com;28;Marketing;"Java, Cloud, Python";"Cloud, DevOps";Avancé;"Cloud Computing, Kubernetes";"1 mois, 4 mois, 3 mois";18/01/2025;8
Jenkins;Jonathan;jamesbrown@huang.com;56;Ingénierie;"Cloud, Python, Gestion de projet";"Machine Learning, DevOps";Débutant;"Cloud Computing, Kubernetes";"1 mois, 3 mois, 3 mois";13/02/2025;3
Knight;Rebecca;romerokatherine@yahoo.com;30;Ingénierie;"Java, DevOps, Python";"Python, Gestion de projet";Intermédiaire;"Deep Learning, Cloud Computing";"3 mois, 1 mois, 1 mois";03/02/2025;8
Wright;Melanie;nduke@pham.info;35;Marketing;"Java, DevOps, SQL";"Java, DevOps";Intermédiaire;"Blockchain, Docker";"2 mois, 4 mois, 3 mois";13/01/2025;8
Bush;Ashley;vchavez@gmail.com;46;Médecine;"SQL, DevOps, Python";"DevOps, Cloud";Débutant;"Kubernetes, Cloud Computing";"3 mois, 6 mois, 6 mois";05/01/2025;5
Meyer;Donald;matthewmartin@simmons.biz;33;Ingénierie;"Gestion de projet, Python, DevOps";"Machine Learning, Gestion de projet";Débutant;"Docker, Deep Learning";"1 mois, 4 mois, 3 mois";28/02/2025;10
